2100	Hunter's Dream
2101	
2102	
2103	
2104	
2105	
2106	
2107	
2108	
2109	
2110	Abandoned Old Workshop
2200	Hemwick Charnel Lane
2300	Old Yharnam
2400	Cathedral Ward
2401	
2402	
2403	
2404	
2405	
2406	
2407	
2408	
2409	
2410	Central Yharnam
2411	Iosefka's Clinic
2412	
2413	
2414	
2415	
2416	
2417	
2418	
2419	
2420	Upper Cathedral Ward
2421	Healing Church Workshop
2422	Altar of Despair
2500	Forsaken Cainhurst Castle
2600	Nightmare of Mensis
2700	Forbidden Woods
2800	Yahar'gul, Unseen Village
3200	Byrgenwerth
3201	Lecture Building
3202	Moonside Lake
3300	Nightmare Frontier
3400	Hunter's Nightmare
3500	Research Hall
3600	Fishing Hamlet
90301	 Layer 1
90302	 Layer 2
90303	 Layer 3
90304	 Layer 4
90900	Gremia Tomb: Depth 1 
100000	Pthumerian Labyrinth 
100001	
100002	
100003	
100004	
100005	
100006	
100007	
100008	
100009	Pthumerian Labyrinth (Fixed)
100110	Foetid Pthumerian Labyrinth 
200000	Central Pthumerian Labyrinth 
200001	
200002	
200003	
200004	
200005	
200006	
200007	
200008	
200009	Central Pthumerian Labyrinth (Fixed)
200110	Foetid Central Pthumerian Labyrinth 
201000	Hintertomb 
201001	
201002	
201003	
201004	
201005	
201006	
201007	
201008	
201009	Hintertomb (Fixed)
201110	Foetid Hintertomb 
300000	Lower Pthumerian Labyrinth 
300001	
300002	
300003	
300004	
300005	
300006	
300007	
300008	
300009	Lower Pthumerian Labyrinth (Fixed)
300110	Foetid Lower Pthumerian Labyrinth 
300200	Rotted Lower Pthumerian Labyrinth 
300400	Sinister Lower Pthumerian Labyrinth 
301000	Lower Hintertomb 
301001	
301002	
301003	
301004	
301005	
301006	
301007	
301008	
301009	Lower Hintertomb (Fixed)
301110	Foetid Lower Hintertomb 
301200	Rotted Lower Hintertomb 
301400	Sinister Lower Hintertomb 
302000	Ailing Loran: Depth 3 
302110	Shadow Loran: Depth 3 
302400	Sinister Loran: Depth 3 
400000	Pthumerian Defilement 
400110	Foetid Pthumerian Defilement 
400200	Rotted Pthumerian Defilement 
400400	Sinister Pthumerian Labyrinth: Depth 4 
400700	Cursed Pthumerian Defilement 
400701	
400702	
400703	
400704	
400705	
400706	
400707	
400708	
400709	Pthumerian Defilement (Fixed)
401000	Hintertomb: Depth 4 
401110	Shadow Hintertomb: Depth 4 
401400	Sinister Hintertomb: Depth 4 
402000	Ailing Loran 
402001	
402002	
402003	
402004	
402005	
402006	
402007	
402008	
402009	Ailing Loran (Fixed)
402110	Foetid Ailing Loran 
402200	Rotted Ailing Loran 
402400	Sinister Loran: Depth 4 
403000	Isz Gravestone: Depth 4 
403110	Shadow Isz Gravestone: Depth 4 
403400	Sinister Isz Gravestone: Depth 4
500000	Pthumeru Ihyll 
500001	
500002	
500003	
500004	
500005	
500006	
500007	
500008	
500009	Pthumeru Ihyll (Fixed)
500110	Foetid Pthumeru Ihyll 
500200	Rotted Pthumeru Ihyll 
500400	Sinister Pthumeru Ihyll 
500700	Cursed Pthumeru Ihyll 
501000	Hintertomb: Depth 5
501110	Shadow Hintertomb: Depth 5 
501400	Sinister Hintertomb: Depth 5 
501700	Cursed Hintertomb: Depth 5 
502000	Lower Loran 
502001	
502002	
502003	
502004	
502005	
502006	
502007	
502008	
502009	Lower Loran (Fixed)
502110	Foetid Lower Loran 
502200	Rotted Lower Loran 
502400	Sinister Lower Loran 
502700	Cursed Lower Loran 
503000	Isz Gravestone 
503001	
503002	
503003	
503004	
503005	
503006	
503007	
503008	
503009	Isz Gravestone (Fixed)
503110	Foetid Isz Gravestone 
503200	Rotted Isz Gravestone 
503400	Sinister Isz Gravestone 
503700	Cursed Isz Gravestone 
